,_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,label
5878,5878,journals/sigmod/Bernstein98,gKdxwCWE4ssJ,repositories and object oriented databases,p bernstein,1998,"et. ai.,&quot; implementing recoverable queues",p bernstein,0,0
5880,5880,journals/sigmod/BernsteinBCDFGGHHJLMNPSU98,3aUZ-RtpdV8J,the asilomar report on database research,"p bernstein, m brodie, s ceri, d dewitt, m franklin, h garcia-molina, j gray, g held, j hellerstein, h jagadish, m lesk, d maier, j naughton, h pirahesh, m stonebraker, j ullman",1998,ullman jeffery d. the asilomar report on database research [j],s michael,0,0
5890,5890,journals/sigmod/BertinoEH01,SD_PrS659UgJ,quality of service in multimedia digital libraries,"e bertino, a elmagarmid, m hacid",2001,quality of service guarantees for multimedia digital libraries and beyond,g weikum,0,0
5904,5904,journals/sigmod/BhargavaAP95,ALJ4TObSDlIJ,digital library services in mobile computing,"b bhargava, m annamalai, e pitoura",1995,digital services in mobile computing,"b bhargava, m annamalai, e pitoura",0,1
5920,5920,journals/sigmod/BonifatiC00,RR-e0fkaniQJ,comparative analysis of five xml query languages,"a bonifati, s ceri",2000,comparative analysis of five xml query languages.,acms anthology,2000,1
5933,5933,journals/sigmod/BuchnerM98,-3LEFj2dY-UJ,discovering internet marketing intelligence through online analytical web usage mining,"a bï¿½chner, m mulvenna",1998,discovering internet marketing intelligence through online analytical web usage mining [j],"ag bunchner, md mulvenna",0,1
5934,5934,journals/sigmod/BuchnerM98,4J5CvdomBmsJ,discovering internet marketing intelligence through online analytical web usage mining,"a bï¿½chner, m mulvenna",1998,discovering internet marketing intelligence through online analytical web usage mining,"ag buechner, md mulvenna",1998,1
5939,5939,journals/sigmod/BunemanLSTW94,GruVHotOoPQJ,comprehension syntax,"p buneman, l libkin, d suciu, v tannen, l wong",1994,comprehenstion syntax,"p buneman, l libkin, d suciu, v tannen, l wong",0,1
5940,5940,journals/sigmod/BunemanLSTW94,lkreWUl_euYJ,comprehension syntax,"p buneman, l libkin, d suciu, v tannen, l wong",1994,comprehension syntax,"p buneman, l libkin, d suciu, v tannen, l wong",1994,1
5956,5956,journals/sigmod/BusslerFM02,m56HUW18JKAJ,a conceptual architecture for semantic web enabled web services,"c bussler, d fensel, a maedche",2002,a conceptual architecture for semantic web enabled web services sigmod record,"c bussler, d fensel, a maedche",0,1
5967,5967,journals/sigmod/Camps96,mDj9X3EN9ycJ,"domains, relations and religious wars",r camps,1996,"domains, relations and religious wars","s rcamp, i ls",1996,1
5972,5972,journals/sigmod/CaplinskasEV02,K2DBqhgH3PYJ,advances in databases and information systems (adbis),"a caplinskas, j eder, o vasilecas",2002,  diagrams in an elementary mathematical data model. advances in databases and information systems,c mancaå?,0,0
6003,6003,journals/sigmod/Chamberlin03,0ZXZVWpZNmkJ,2003 sigmod innovations award speech,d chamberlin,2003,"xquery: a query language for xml, w3c working draft, 15 february 2001",d chamberlin,0,0
6012,6012,journals/sigmod/Chaudhri98,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D273247%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,workshop report on experiences using object data management in the real-world,,1998,workshop report on experiences using object data management in the real-world,ab chaudhri,1998,1
6015,6015,journals/sigmod/ChaudhuriD97,4zZ7Lxt4PPIJ,an overview of data warehousing and olap technology,"s chaudhuri, u dayal",1997,data warehousing and olap for decision support (tutorial),"s chaudhuri, u dayal",0,0
6027,6027,journals/sigmod/ChaudhuriD97,mzlMwJTYaDcJ,an overview of data warehousing and olap technology,"s chaudhuri, u dayal",1997,"s., dayal, u.: an overview of datawarehousing and olap technology",cd chaudhuri,0,1
6038,6038,journals/sigmod/CherniakV03,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D290599%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,reminiscences on influential papers,,2003,reminiscences on influential papers,hgm stanlbrd,1998,0
6051,6051,journals/sigmod/CiliaB02,Y1HVgTopekIJ,an active functionality service for e-business applications,"m cilia, a buchmann",2002,an active functionality service for e-business applications,"m cilia, ap buchmann",2002,1
6057,6057,journals/sigmod/ConradEHRSSSV97,SBnqbyQF3SoJ,research issues in federated database systems: report of efdbs '97 workshop,,1997,research issues in federated database systems: report of efdbs'97 workshop,"s conrad, b eaglestone, w hasselbring, m roantree, ",1997,1
6063,6063,journals/sigmod/ConradHHKRSS99,nmEhI0tiWGAJ,engineering federated information systems: report of efis '99 workshop,"s conrad, w hasselbring, u hohenstein, r kutsche, m roantree, g saake, f saltor",1999,engineering federated information systems: report of efis '99 workshop,"s conrad, w hasselbring, u hohenstein, rd kutsche, ",1999,1
6096,6096,journals/sigmod/CruzKLSWY02,url:http://portal.acm.org/citation.cfm%3Fid%3D333607.333616%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,research activities in database management and information retrieval at the university of illinois at chicago,"i cruz, a khokhar, b liu, a sistla, o wolfson, c yu",2002,database research at the university of oklahoma,"l brown, r dirckze, s guinepain, c sanchez, b  ",1999,0
6135,6135,journals/sigmod/David03,nqs9OXuzECEJ,ansi sql hierarchical processing can fully integrate native xml,m david,2003,a new challenge for compaq,m david,1997,0
6143,6143,journals/sigmod/DoanPK95,R-TkMynZjgAJ,design and user testing of a multi-paradigm query interface to an object-oriented database,"d doan, n paton, a kilgour",1995,an active object-oriented database: a multi-paradigm approach to constraint management,"h ishikawa, k kubota",0,0
6149,6149,journals/sigmod/DoanPSB97,r30CyoxOeycJ,query previews for networked information systems: a case study with nasa environmental data,"k doan, c plaisant, b shneiderman, t bruns",1997,query previews for networked information systems: a case study with nasa environmental data,q previews,0,1
6164,6164,journals/sigmod/Dogac96,WKLtD6-vjo4J,middle east technical university software research and development center,a dogac,1996,special section on electronic commerce,a dogac,0,0
6166,6166,journals/sigmod/Dogac96,gt_wY6mYF_kJ,middle east technical university software research and development center,a dogac,1996,"metu object-oriented database system, demo description",a dogac,0,0
6174,6174,journals/sigmod/Dogac98,dNM-avLn230J,guest editor's introduction,,1998,guest editor's introduction,portal.acm.org,0,0
6179,6179,journals/sigmod/DogacAOD95,oUOuTMrB0esJ,implementation aspects of an object-oriented dbms,"a dogac, m altinel, c ozkan, i durusoy",1995,implementation aspects of an object-oriented dbms,"a dogac, m altinel, c ozkan, i durusoy",1995,1
6180,6180,journals/sigmod/DogacAOD95,p6ro8VCQBwcJ,implementation aspects of an object-oriented dbms,"a dogac, m altinel, c ozkan, i durusoy",1995,metu object-oriented dbms kernel,"a dogac, a altinel, c ozkan",1995,0
6192,6192,journals/sigmod/DongS00,gH_HDDJghbAJ,incremental maintenance of recursive views using relational calculus/sql,"g dong, j su",2000,incremental maintenance of recursive views using relational calculus/sql,j su,2000,1
6193,6193,journals/sigmod/DrewHKKLLLSW95,9fcJjh5vHn8J,data and knowledge base research at hong kong university of science and technology,"p drew, b hamidzadeh, k karlapalem, a kean, d lee, q li, f lochovsky, c shum, b wï¿½thrich",1995,data and knowledge base research at hong kong university of science and technology,"p drew, b hamidzadeh, k karlapalem, acy kean, dl  ",1995,1
6194,6194,journals/sigmod/DrewHKKLLLSW95,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D219769%26type%3Dpdf%26dl%3DGUIDE%26dl%3DACM%26CFID%3D11111111%26CFTOKEN%3D2222222,data and knowledge base research at hong kong university of science and technology,"p drew, b hamidzadeh, k karlapalem, a kean, d lee, q li, f lochovsky, c shum, b wï¿½thrich",1995,"data and knowledge base research at hong kong university of science and technology p. drew, b.  ","d lee, q li, f lochovsky, cd shum, b wuthrich",1995,1
6221,6221,journals/sigmod/EisenbergM01,4mD1eFCHKKwJ,sql/xml and the sqlx informal group of companies,"a eisenberg, j melton",2001,sql standardization: the next steps,"a eisenberg, j melton",2000,0
6230,6230,journals/sigmod/EisenbergM02,-RAYAJbKLNUJ,sql/xml is making good progress,"a eisenberg, j melton",2002,standards in practice,"a eisenberg, j melton",1998,0
6232,6232,journals/sigmod/EisenbergM02,6uelfg3RgEoJ,sql/xml is making good progress,"a eisenberg, j melton",2002,an early look at xquery,"a eisenberg, j melton",2002,0
6234,6234,journals/sigmod/EisenbergM02,GKUflKzgAVEJ,sql/xml is making good progress,"a eisenberg, j melton",2002,sql/xml and the sqlx informal group of companies,"a eisenberg, j melton",2001,0
6240,6240,journals/sigmod/EisenbergM98,-RAYAJbKLNUJ,standards in practice,"a eisenberg, j melton",1998,standards in practice,"a eisenberg, j melton",1998,1
6243,6243,journals/sigmod/EisenbergM98,AatoNnELw78J,standards in practice,"a eisenberg, j melton",1998,"sqlj part 0, now known as sql/olb (object-language bindings)","a eisenberg, j melton",1998,0
6251,6251,journals/sigmod/EisenbergM98a,-RAYAJbKLNUJ,"sqlj part 0, now known as sql/olb (object-language bindings)","a eisenberg, j melton",1998,standards in practice,"a eisenberg, j melton",1998,0
6277,6277,journals/sigmod/EisenbergM99a,P4GlaTbxOpEJ,sqlj-part 1: sql routines using the java programming language,"a eisenberg, j melton",1999,advancements in sql/xml,"a eisenberg, j melton",2004,0
6285,6285,journals/sigmod/EnglertGH95,WYE9fKutj70J,parallelism and its price: a case study of nonstop sql/mp,"s englert, r glasstone, w hasan",1995,parallelism and its price: a case study of nonstop sql/mp. 1995,"s englert, r glasstone, w hasan",0,1
6298,6298,journals/sigmod/Etzion99,url:http://portal.acm.org/citation.cfm%3Fid%3D344816.344820%26dl%3DGUIDE%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,report on ngits'99: the 4th international workshop on next generation information technologies and systems,,1999,report on ngits'99: the fourth international workshop on next generation information technologies  ,o etzion,1999,1
6299,6299,journals/sigmod/Etzion99,url:http://portal.acm.org/citation.cfm%3Fid%3D640990.641003%26dl%3Dportal%26dl%3DACM%26idx%3DJ689%26part%3Dperiodical%26WantType%3Dperiodical%26title%3DACM%2520SIGMOD%2520Record%26CFID%3D11111111%26CFTOKEN%3D2222222,report on ngits'99: the 4th international workshop on next generation information technologies and systems,,1999,report on the first international workshop on efficient web-based information systems,"z lacroix, o boucelma",2003,0
6300,6300,journals/sigmod/Etzion99,url:http://portal.acm.org/ft_gateway.cfm%3Fid%3D1058166%26type%3Dpdf,report on ngits'99: the 4th international workshop on next generation information technologies and systems,,1999,report on mobide 2003: the 3rd international acm workshop on data engineering for wireless and  ,"s banerjee, m cherniack, v kumar, pk chrysanthis,  ",2005,0
6315,6315,journals/sigmod/Fagin02,XcJrXoi5lcgJ,combining fuzzy information: an overview,r fagin,2002,extendible hashing-a fast access mechanism for dynamic files,r fagin,0,0
6320,6320,journals/sigmod/Fagin02,vgDeuWNi7XYJ,combining fuzzy information: an overview,r fagin,2002,a normal form for relational databases that is based on domains and keys,r fagin,1981,0
6344,6344,journals/sigmod/Fong95,rgJU30QjbhkJ,mapping extended entity relationship model to object modeling technique,j fong,1995,converting relational to object-oriented databases,j fong,1997,0
6352,6352,journals/sigmod/FowlerPNB99,IgAEpc8ulvYJ,agent-based semantic interoperability in infosleuth,"j fowler, b perry, m nodine, b bargmeyer",1999,agent-based semantic interoperability in infosleuth,"b bargmeyer, j fowler, m nodine, b perry",0,1
6355,6355,journals/sigmod/FowlerPNB99,VgTAaMMYkvAJ,agent-based semantic interoperability in infosleuth,"j fowler, b perry, m nodine, b bargmeyer",1999,agent-based semantic interoperability in infosleuth,"m nodine, b perry, b bargmeyer",0,1
6359,6359,journals/sigmod/FrankGGJKLMNPSSSTW99,HJRR7GGfD6sJ,chorochronos: a research network for spatiotemporal database systems,"a frank, s grumbach, r gï¿½ting, c jensen, m koubarakis, n lorentzos, y manolopoulos, e nardelli, b pernici, h schek, m scholl, t sellis, b theodoulidis, p widmayer",1999,chorochronosâ??a research network for spatiotemporal database systems,a frank,1999,1
6362,6362,journals/sigmod/FrankGGJKLMNPSSSTW99,url:http://portal.acm.org/citation.cfm%3Fid%3D319463.319623%26dl%3DGUIDE%26dl%3DACM%26type%3Dseries%26idx%3D319463%26part%3DProceedings%26WantType%3DProceedings%26title%3DInternational%2520Multimedia%2520Conference%26CFID%3D11111111%26CFTOKEN%3D2222222,chorochronos: a research network for spatiotemporal database systems,"a frank, s grumbach, r gï¿½ting, c jensen, m koubarakis, n lorentzos, y manolopoulos, e nardelli, b pernici, h schek, m scholl, t sellis, b theodoulidis, p widmayer",1999,video portals for the next century (panel session),"r koenen, h yu, a zakhor, f galliano, c bouman, n  ",1999,0
6374,6374,journals/sigmod/Franklin00,skOc65LTInYJ,editor's notes,m franklin,2000,editor's notes,r diem,0,0
6375,6375,journals/sigmod/Franklin00,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,m franklin,2000,editor's notes,l sechrest,1993,0
6381,6381,journals/sigmod/Franklin00,vgcXH5aVpdgJ,editor's notes,m franklin,2000,editor's notes,tw banta,0,0
6383,6383,journals/sigmod/Franklin00,zMW_rq3S6VgJ,editor's notes,m franklin,2000,editor's notes,te cyrs,0,0
6387,6387,journals/sigmod/Franklin00a,_cil6uzFNtsJ,editor's notes,m franklin,2000,editor's notes,sb merriam,0,0
6393,6393,journals/sigmod/Franklin00a,skOc65LTInYJ,editor's notes,m franklin,2000,editor's notes,r diem,0,0
6405,6405,journals/sigmod/Franklin00b,_SsvlmhsusEJ,editor's notes,m franklin,2000,editor's notes,ja neff,0,0
6407,6407,journals/sigmod/Franklin00b,dO8czlfdENQJ,editor's notes,m franklin,2000,editor's notes,rh silkman,0,0
6425,6425,journals/sigmod/Franklin97,dO8czlfdENQJ,editor's notes,,1997,editor's notes,rh silkman,0,0
6437,6437,journals/sigmod/Franklin97a,_SsvlmhsusEJ,editor's notes,m franklin,1997,editor's notes,ja neff,0,0
6441,6441,journals/sigmod/Franklin97a,iDBvvrHwj7YJ,editor's notes,m franklin,1997,"b. j onsson, and d. kossmann. performance tradeoffs for client-server query processing",m franklin,0,0
6450,6450,journals/sigmod/Franklin97a,url:http://www.roc.noaa.gov/news/vol1is4.pdf,editor's notes,m franklin,1997,editor's notes,nl smith,1981,0
6456,6456,journals/sigmod/Franklin97b,_SsvlmhsusEJ,editor's notes,m franklin,1997,editor's notes,ja neff,0,0
6464,6464,journals/sigmod/Franklin97b,url:http://doi.wiley.com/10.1002/ev.1658,editor's notes,m franklin,1997,editor's notes,l sechrest,1993,0
6485,6485,journals/sigmod/Franklin98,url:http://portal.acm.org/citation.cfm%3Fid%3D197445,editor's notes,m franklin,1998,continuum of complexity,m franklin,1994,0
6492,6492,journals/sigmod/Franklin98a,T-iPYaUf-iwJ,editor's notes,m franklin,1998,communication complexity of secure computation,m franklin,0,0
